,sales_agent,product,account,deal_stage,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,time_until_close,manager,regional_office
7876,Corliss Cosme,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Cara Losch,East
7877,Daniell Hammack,GTX Basic,Iselectrics,Engaging,0.0,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,550,0.0,Rocco Neubert,East
7878,Elease Gluck,MG Special,Nam-zim,Won,51.0,services,1987.0,405.59,1179.0,Brazil,Warephase,MG,55,11.0,Celia Rouche,West
7879,Gladys Colclough,GTX Basic,Cancity,Lost,0.0,retail,2001.0,718.62,2448.0,United States,0,GTX,550,11.0,Melvin Marxen,Central
7880,Gladys Colclough,MG Special,Gogozoom,Won,52.0,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,55,56.0,Melvin Marxen,Central
7881,James Ascencio,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Summer Sewald,West
7882,James Ascencio,GTX Plus Basic,Sunnamplex,Won,1218.0,marketing,2008.0,894.37,1593.0,Poland,0,GTX,1096,17.0,Summer Sewald,West
7883,Kary Hendrixson,GTX Plus Pro,Plusstrip,Won,5681.0,entertainment,2002.0,349.81,315.0,United States,0,GTX,5482,7.0,Summer Sewald,West
7884,Marty Freudenburg,MG Advanced,Dontechi,Lost,0.0,software,1982.0,4618.0,10083.0,United States,0,MG,3393,12.0,Melvin Marxen,Central
7885,Reed Clapper,MG Special,Massive Dynamic,Lost,0.0,entertainment,1989.0,665.06,1095.0,United States,0,MG,55,12.0,Rocco Neubert,East
7886,Reed Clapper,GTX Plus Pro,Konex,Won,6767.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,5482,2.0,Rocco Neubert,East
7887,Rosie Papadopoulos,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Cara Losch,East
7888,Versie Hillebrand,MG Special,Cancity,Won,61.0,retail,2001.0,718.62,2448.0,United States,0,MG,55,6.0,Dustin Brinkmann,Central
7889,Violet Mclelland,MG Special,Opentech,Lost,0.0,finance,1994.0,355.23,853.0,United States,0,MG,55,16.0,Cara Losch,East
7890,Zane Levy,MG Special,Scotfind,Won,62.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55,12.0,Summer Sewald,West
7891,Boris Faz,GTX Plus Pro,Bluth Company,Engaging,0.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,5482,0.0,Rocco Neubert,East
7892,Darcel Schlecht,GTX Pro,Betatech,Lost,0.0,medical,1986.0,647.18,1185.0,Kenya,0,GTX,4821,1.0,Melvin Marxen,Central
7893,Elease Gluck,GTX Plus Basic,Faxquote,Lost,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,1096,1.0,Celia Rouche,West
7894,Gladys Colclough,MG Special,Konmatfix,Won,48.0,marketing,1985.0,375.43,1190.0,United States,0,MG,55,43.0,Melvin Marxen,Central
7895,Kary Hendrixson,GTX Basic,Golddex,Engaging,0.0,finance,2008.0,52.5,165.0,United States,0,GTX,550,0.0,Summer Sewald,West
7896,Niesha Huffines,GTX Pro,Funholding,Lost,0.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,4821,7.0,Melvin Marxen,Central
7897,Violet Mclelland,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Cara Losch,East
7898,Cecily Lampkin,GTX Plus Basic,Stanredtax,Won,1059.0,finance,1987.0,1698.2,3798.0,United States,0,GTX,1096,11.0,Dustin Brinkmann,Central
7899,Corliss Cosme,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Cara Losch,East
7900,Darcel Schlecht,GTX Pro,Konmatfix,Won,5031.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,4821,43.0,Melvin Marxen,Central
7901,Lajuana Vencill,GTX Basic,dambase,Won,557.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550,45.0,Dustin Brinkmann,Central
7902,Rosie Papadopoulos,MG Advanced,Bluth Company,Won,3426.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,MG,3393,7.0,Cara Losch,East
7903,Cecily Lampkin,MG Advanced,Funholding,Won,2968.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,3393,18.0,Dustin Brinkmann,Central
7904,Gladys Colclough,GTX Plus Basic,Genco Pura Olive Oil Company,Won,1071.0,retail,2007.0,894.33,1635.0,Italy,0,GTX,1096,11.0,Melvin Marxen,Central
7905,Jonathan Berthelot,GTX Pro,Treequote,Lost,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,4821,8.0,Melvin Marxen,Central
7906,Kami Bicknell,GTX Plus Pro,Sunnamplex,Lost,0.0,marketing,2008.0,894.37,1593.0,Poland,0,GTX,5482,18.0,Summer Sewald,West
7907,Kami Bicknell,GTX Plus Basic,Plusstrip,Won,1082.0,entertainment,2002.0,349.81,315.0,United States,0,GTX,1096,26.0,Summer Sewald,West
7908,Kary Hendrixson,GTX Plus Basic,Plexzap,Won,1203.0,retail,2001.0,2437.85,4874.0,United States,0,GTX,1096,3.0,Summer Sewald,West
7909,Lajuana Vencill,MG Special,Konmatfix,Lost,0.0,marketing,1985.0,375.43,1190.0,United States,0,MG,55,52.0,Dustin Brinkmann,Central
7910,Marty Freudenburg,GTX Plus Basic,Warephase,Won,985.0,services,1997.0,2041.73,5276.0,United States,0,GTX,1096,9.0,Melvin Marxen,Central
7911,Niesha Huffines,GTX Plus Basic,Scottech,Won,1133.0,marketing,2012.0,45.39,100.0,United States,Inity,GTX,1096,12.0,Melvin Marxen,Central
7912,Violet Mclelland,MG Special,Bubba Gump,Won,56.0,software,2002.0,987.39,2253.0,United States,0,MG,55,49.0,Cara Losch,East
7913,Wilburn Farren,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Cara Losch,East
7914,Boris Faz,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Rocco Neubert,East
7915,Donn Cantrell,GTX Basic,Zencorporation,Lost,0.0,technolgy,2011.0,40.79,142.0,China,0,GTX,550,4.0,Rocco Neubert,East
7916,Garret Kinder,GTX Plus Pro,Sumace,Won,4884.0,retail,2000.0,167.89,493.0,Romania,0,GTX,5482,18.0,Cara Losch,East
7917,James Ascencio,GTX Basic,Kan-code,Won,443.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,13.0,Summer Sewald,West
7918,Kami Bicknell,GTX Basic,Goodsilron,Won,562.0,marketing,2000.0,2952.73,5107.0,United States,0,GTX,550,14.0,Summer Sewald,West
7919,Kami Bicknell,GTX Basic,Groovestreet,Won,437.0,retail,2003.0,223.8,299.0,United States,0,GTX,550,12.0,Summer Sewald,West
7920,Kary Hendrixson,MG Advanced,Rantouch,Lost,0.0,telecommunications,1994.0,1188.42,3015.0,United States,0,MG,3393,14.0,Summer Sewald,West
7921,Kary Hendrixson,GTX Basic,Kan-code,Won,606.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,5.0,Summer Sewald,West
7922,Markita Hansen,MG Special,Sonron,Won,56.0,telecommunications,1999.0,1699.85,5108.0,United States,0,MG,55,31.0,Celia Rouche,West
7923,Maureen Marcano,MG Advanced,Sunnamplex,Lost,0.0,marketing,2008.0,894.37,1593.0,Poland,0,MG,3393,18.0,Summer Sewald,West
7924,Moses Frase,MG Special,Warephase,Won,54.0,services,1997.0,2041.73,5276.0,United States,0,MG,55,12.0,Dustin Brinkmann,Central
7925,Vicki Laflamme,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Celia Rouche,West
7926,Wilburn Farren,GTX Pro,Acme Corporation,Lost,0.0,technolgy,1996.0,1100.04,2822.0,United States,0,GTX,4821,14.0,Cara Losch,East
7927,Corliss Cosme,GTX Basic,Acme Corporation,Won,577.0,technolgy,1996.0,1100.04,2822.0,United States,0,GTX,550,8.0,Cara Losch,East
7928,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,0.0,entertainment,1989.0,665.06,1095.0,United States,0,GTX,1096,6.0,Rocco Neubert,East
7929,Darcel Schlecht,GTX Pro,Ron-tech,Won,4480.0,medical,1992.0,3922.42,6837.0,United States,0,GTX,4821,10.0,Melvin Marxen,Central
7930,Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,6299.0,medical,2004.0,1618.89,3889.0,United States,0,GTX,5482,42.0,Summer Sewald,West
7931,Kary Hendrixson,GTX Pro,Condax,Won,4673.0,medical,2017.0,4.54,9.0,United States,0,GTX,4821,21.0,Summer Sewald,West
7932,Markita Hansen,GTK 500,Xx-holding,Lost,0.0,finance,1993.0,7537.24,20293.0,United States,0,GTK,26768,16.0,Celia Rouche,West
7933,Reed Clapper,GTX Plus Pro,Zathunicon,Won,4659.0,retail,2010.0,71.12,144.0,United States,0,GTX,5482,49.0,Rocco Neubert,East
7934,Rosalina Dieter,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Celia Rouche,West
7935,Corliss Cosme,GTX Plus Basic,Kinnamplus,Won,1180.0,retail,2004.0,702.72,1831.0,United States,0,GTX,1096,9.0,Cara Losch,East
7936,Darcel Schlecht,GTX Plus Pro,Betatech,Lost,0.0,medical,1986.0,647.18,1185.0,Kenya,0,GTX,5482,3.0,Melvin Marxen,Central
7937,Donn Cantrell,GTX Plus Basic,Opentech,Lost,0.0,finance,1994.0,355.23,853.0,United States,0,GTX,1096,7.0,Rocco Neubert,East
7938,Jonathan Berthelot,MG Special,Treequote,Won,57.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,55,23.0,Melvin Marxen,Central
7939,Marty Freudenburg,GTX Plus Pro,Toughzap,Lost,0.0,retail,1995.0,332.43,799.0,United States,0,GTX,5482,11.0,Melvin Marxen,Central
7940,Niesha Huffines,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,0.0,retail,2007.0,894.33,1635.0,Italy,0,GTX,1096,11.0,Melvin Marxen,Central
7941,Versie Hillebrand,MG Special,Codehow,Won,48.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55,39.0,Dustin Brinkmann,Central
7942,Violet Mclelland,MG Special,Bioplex,Won,51.0,medical,1991.0,326.82,1016.0,United States,0,MG,55,2.0,Cara Losch,East
7943,Anna Snelling,MG Special,Inity,Lost,0.0,marketing,1986.0,2403.58,8801.0,United States,0,MG,55,13.0,Dustin Brinkmann,Central
7944,Corliss Cosme,GTX Plus Basic,Umbrella Corporation,Won,1138.0,finance,1998.0,2022.14,5113.0,United States,0,GTX,1096,1.0,Cara Losch,East
7945,Darcel Schlecht,MG Special,Streethex,Won,49.0,retail,1988.0,1376.8,1165.0,Belgium,0,MG,55,39.0,Melvin Marxen,Central
7946,Garret Kinder,MG Advanced,Sumace,Lost,0.0,retail,2000.0,167.89,493.0,Romania,0,MG,3393,9.0,Cara Losch,East
7947,Gladys Colclough,GTX Basic,Genco Pura Olive Oil Company,Won,650.0,retail,2007.0,894.33,1635.0,Italy,0,GTX,550,46.0,Melvin Marxen,Central
7948,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,470.0,medical,2004.0,1618.89,3889.0,United States,0,GTX,550,47.0,Summer Sewald,West
7949,Lajuana Vencill,GTX Basic,Isdom,Won,567.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,550,49.0,Dustin Brinkmann,Central
7950,Markita Hansen,MG Advanced,Newex,Won,3836.0,services,1991.0,1012.72,3492.0,Germany,0,MG,3393,43.0,Celia Rouche,West
7951,Marty Freudenburg,GTX Plus Pro,Rangreen,Won,5916.0,technolgy,1987.0,2938.67,8775.0,Panama,0,GTX,5482,2.0,Melvin Marxen,Central
7952,Maureen Marcano,GTX Plus Basic,Cheers,Won,938.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,1096,10.0,Summer Sewald,West
7953,Maureen Marcano,GTX Plus Basic,Kan-code,Won,1124.0,software,1982.0,11698.03,34288.0,United States,0,GTX,1096,3.0,Summer Sewald,West
7954,Versie Hillebrand,MG Special,Gogozoom,Won,61.0,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,55,19.0,Dustin Brinkmann,Central
7955,Vicki Laflamme,MG Special,Faxquote,Lost,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,55,42.0,Celia Rouche,West
7956,Wilburn Farren,MG Advanced,Mathtouch,Won,4011.0,marketing,1984.0,3027.46,9516.0,Jordan,0,MG,3393,7.0,Cara Losch,East
7957,Zane Levy,GTX Plus Basic,Hatfan,Lost,0.0,services,1982.0,792.46,1299.0,United States,0,GTX,1096,3.0,Summer Sewald,West
7958,Zane Levy,GTX Pro,Plusstrip,Won,5144.0,entertainment,2002.0,349.81,315.0,United States,0,GTX,4821,5.0,Summer Sewald,West
7959,Boris Faz,GTX Basic,Zotware,Won,493.0,software,1979.0,4478.47,13809.0,United States,0,GTX,550,11.0,Rocco Neubert,East
7960,Cassey Cress,GTX Basic,Kinnamplus,Lost,0.0,retail,2004.0,702.72,1831.0,United States,0,GTX,550,10.0,Rocco Neubert,East
7961,Daniell Hammack,GTX Plus Basic,Kinnamplus,Won,1224.0,retail,2004.0,702.72,1831.0,United States,0,GTX,1096,7.0,Rocco Neubert,East
7962,Jonathan Berthelot,GTX Basic,Isdom,Lost,0.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,550,8.0,Melvin Marxen,Central
7963,Kami Bicknell,GTX Basic,Konex,Lost,0.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,550,1.0,Summer Sewald,West
7964,Kami Bicknell,GTX Pro,Hottechi,Lost,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,4821,17.0,Summer Sewald,West
7965,Lajuana Vencill,GTX Basic,Streethex,Lost,0.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,550,6.0,Dustin Brinkmann,Central
7966,Maureen Marcano,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Summer Sewald,West
7967,Anna Snelling,GTX Plus Pro,Treequote,Won,5276.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,5482,1.0,Dustin Brinkmann,Central
7968,Daniell Hammack,GTX Plus Basic,Cancity,Engaging,0.0,retail,2001.0,718.62,2448.0,United States,0,GTX,1096,0.0,Rocco Neubert,East
7969,Garret Kinder,GTX Plus Pro,Bioplex,Lost,0.0,medical,1991.0,326.82,1016.0,United States,0,GTX,5482,14.0,Cara Losch,East
7970,Gladys Colclough,GTX Plus Basic,Konmatfix,Lost,0.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,1096,6.0,Melvin Marxen,Central
7971,Hayden Neloms,MG Advanced,Scotfind,Lost,0.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,3393,9.0,Celia Rouche,West
7972,James Ascencio,GTX Basic,Y-corporation,Lost,0.0,employment,1983.0,2871.35,9561.0,United States,0,GTX,550,2.0,Summer Sewald,West
7973,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,947.0,medical,1992.0,3922.42,6837.0,United States,0,GTX,1096,9.0,Melvin Marxen,Central
7974,Reed Clapper,GTX Plus Pro,Konex,Lost,0.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,5482,9.0,Rocco Neubert,East
7975,Violet Mclelland,MG Advanced,Kinnamplus,Won,3342.0,retail,2004.0,702.72,1831.0,United States,0,MG,3393,15.0,Cara Losch,East
7976,Boris Faz,GTX Plus Pro,Ganjaflex,Won,5610.0,retail,1995.0,5158.71,17479.0,Japan,0,GTX,5482,45.0,Rocco Neubert,East
7977,Cassey Cress,MG Advanced,Condax,Lost,0.0,medical,2017.0,4.54,9.0,United States,0,MG,3393,30.0,Rocco Neubert,East
7978,Cassey Cress,GTX Basic,Donquadtech,Won,557.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,550,15.0,Rocco Neubert,East
7979,Darcel Schlecht,GTX Pro,Warephase,Lost,0.0,services,1997.0,2041.73,5276.0,United States,0,GTX,4821,5.0,Melvin Marxen,Central
7980,Darcel Schlecht,GTX Pro,dambase,Won,5600.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,4821,15.0,Melvin Marxen,Central
7981,Donn Cantrell,GTX Pro,Acme Corporation,Won,4980.0,technolgy,1996.0,1100.04,2822.0,United States,0,GTX,4821,42.0,Rocco Neubert,East
7982,Kami Bicknell,MG Special,Scotfind,Engaging,0.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55,0.0,Summer Sewald,West
7983,Kami Bicknell,GTX Pro,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,GTX,4821,7.0,Summer Sewald,West
7984,Kary Hendrixson,GTX Basic,Konex,Lost,0.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,550,13.0,Summer Sewald,West
7985,Zane Levy,GTX Basic,Kan-code,Won,530.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,10.0,Summer Sewald,West
7986,Anna Snelling,MG Advanced,Hottechi,Won,3300.0,technolgy,1997.0,8170.38,16499.0,Korea,0,MG,3393,45.0,Dustin Brinkmann,Central
7987,Boris Faz,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Rocco Neubert,East
7988,Hayden Neloms,MG Advanced,Konex,Won,3664.0,technolgy,1980.0,7708.38,13756.0,United States,0,MG,3393,4.0,Celia Rouche,West
7989,James Ascencio,GTX Plus Pro,Konex,Lost,0.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,5482,4.0,Summer Sewald,West
7990,Jonathan Berthelot,GTX Basic,Stanredtax,Won,575.0,finance,1987.0,1698.2,3798.0,United States,0,GTX,550,6.0,Melvin Marxen,Central
7991,Markita Hansen,MG Special,Blackzim,Lost,0.0,retail,2009.0,497.11,1588.0,United States,0,MG,55,7.0,Celia Rouche,West
7992,Maureen Marcano,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Summer Sewald,West
7993,Maureen Marcano,MG Advanced,J-Texon,Won,3271.0,retail,1989.0,1388.67,3583.0,United States,0,MG,3393,15.0,Summer Sewald,West
7994,Moses Frase,GTX Plus Pro,Bioholding,Lost,0.0,medical,2012.0,587.34,1356.0,Philipines,0,GTX,5482,1.0,Dustin Brinkmann,Central
7995,Niesha Huffines,GTX Plus Basic,Cancity,Lost,0.0,retail,2001.0,718.62,2448.0,United States,0,GTX,1096,10.0,Melvin Marxen,Central
7996,Reed Clapper,GTX Plus Basic,Mathtouch,Won,1035.0,marketing,1984.0,3027.46,9516.0,Jordan,0,GTX,1096,8.0,Rocco Neubert,East
7997,Boris Faz,MG Special,Plussunin,Lost,0.0,retail,2003.0,1419.98,4018.0,United States,0,MG,55,17.0,Rocco Neubert,East
7998,Darcel Schlecht,GTX Plus Pro,Inity,Won,4880.0,marketing,1986.0,2403.58,8801.0,United States,0,GTX,5482,7.0,Melvin Marxen,Central
7999,Donn Cantrell,MG Advanced,Yearin,Won,3644.0,retail,2005.0,2261.05,3851.0,United States,0,MG,3393,12.0,Rocco Neubert,East
8000,Elease Gluck,MG Advanced,Plusstrip,Won,3538.0,entertainment,2002.0,349.81,315.0,United States,0,MG,3393,26.0,Celia Rouche,West
8001,Kami Bicknell,GTX Plus Basic,Cheers,Lost,0.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,1096,10.0,Summer Sewald,West
8002,Kary Hendrixson,GTX Basic,Goodsilron,Lost,0.0,marketing,2000.0,2952.73,5107.0,United States,0,GTX,550,10.0,Summer Sewald,West
8003,Reed Clapper,GTX Pro,Bubba Gump,Won,4154.0,software,2002.0,987.39,2253.0,United States,0,GTX,4821,19.0,Rocco Neubert,East
8004,Rosie Papadopoulos,GTX Pro,Donware,Won,4620.0,marketing,1999.0,1197.44,2570.0,United States,0,GTX,4821,9.0,Cara Losch,East
8005,Versie Hillebrand,GTX Plus Pro,Domzoom,Won,5653.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,5482,1.0,Dustin Brinkmann,Central
8006,Violet Mclelland,MG Special,Bioplex,Lost,0.0,medical,1991.0,326.82,1016.0,United States,0,MG,55,8.0,Cara Losch,East
8007,Violet Mclelland,MG Special,Donquadtech,Won,65.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,MG,55,9.0,Cara Losch,East
8008,Zane Levy,GTX Basic,Newex,Won,497.0,services,1991.0,1012.72,3492.0,Germany,0,GTX,550,18.0,Summer Sewald,West
8009,Boris Faz,GTX Pro,Sumace,Won,4645.0,retail,2000.0,167.89,493.0,Romania,0,GTX,4821,19.0,Rocco Neubert,East
8010,Cassey Cress,GTX Pro,Massive Dynamic,Won,4243.0,entertainment,1989.0,665.06,1095.0,United States,0,GTX,4821,3.0,Rocco Neubert,East
8011,Daniell Hammack,GTX Plus Basic,Opentech,Lost,0.0,finance,1994.0,355.23,853.0,United States,0,GTX,1096,18.0,Rocco Neubert,East
8012,Darcel Schlecht,GTX Pro,Cancity,Won,4617.0,retail,2001.0,718.62,2448.0,United States,0,GTX,4821,11.0,Melvin Marxen,Central
8013,Elease Gluck,GTK 500,Xx-holding,Won,29220.0,finance,1993.0,7537.24,20293.0,United States,0,GTK,26768,16.0,Celia Rouche,West
8014,Jonathan Berthelot,GTX Plus Basic,Funholding,Lost,0.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,1096,12.0,Melvin Marxen,Central
8015,Kami Bicknell,GTX Basic,Konex,Won,643.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,550,16.0,Summer Sewald,West
8016,Kary Hendrixson,GTX Basic,Scotfind,Lost,0.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,550,3.0,Summer Sewald,West
8017,Maureen Marcano,GTX Plus Pro,Blackzim,Lost,0.0,retail,2009.0,497.11,1588.0,United States,0,GTX,5482,17.0,Summer Sewald,West
8018,Moses Frase,MG Special,Funholding,Lost,0.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,55,10.0,Dustin Brinkmann,Central
8019,Boris Faz,GTX Plus Basic,Mathtouch,Won,886.0,marketing,1984.0,3027.46,9516.0,Jordan,0,GTX,1096,1.0,Rocco Neubert,East
8020,Cecily Lampkin,MG Advanced,Rangreen,Won,3206.0,technolgy,1987.0,2938.67,8775.0,Panama,0,MG,3393,9.0,Dustin Brinkmann,Central
8021,Daniell Hammack,GTX Basic,Gekko & Co,Won,678.0,retail,1990.0,2520.83,3502.0,United States,0,GTX,550,1.0,Rocco Neubert,East
8022,Darcel Schlecht,GTX Basic,Funholding,Won,549.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,550,1.0,Melvin Marxen,Central
8023,Donn Cantrell,GTX Plus Pro,Kan-code,Won,6540.0,software,1982.0,11698.03,34288.0,United States,0,GTX,5482,9.0,Rocco Neubert,East
8024,Jonathan Berthelot,GTX Basic,Toughzap,Lost,0.0,retail,1995.0,332.43,799.0,United States,0,GTX,550,2.0,Melvin Marxen,Central
8025,Maureen Marcano,MG Advanced,Lexiqvolax,Lost,0.0,medical,2004.0,1618.89,3889.0,United States,0,MG,3393,15.0,Summer Sewald,West
8026,Niesha Huffines,GTX Basic,Isdom,Won,662.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,550,9.0,Melvin Marxen,Central
8027,Vicki Laflamme,GTX Pro,Finjob,Won,4540.0,employment,1988.0,2059.9,3644.0,United States,0,GTX,4821,5.0,Celia Rouche,West
8028,Anna Snelling,MG Special,Rundofase,Won,52.0,technolgy,1983.0,1008.06,1238.0,United States,0,MG,55,9.0,Dustin Brinkmann,Central
8029,Cassey Cress,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Rocco Neubert,East
8030,Corliss Cosme,GTX Pro,Yearin,Lost,0.0,retail,2005.0,2261.05,3851.0,United States,0,GTX,4821,7.0,Cara Losch,East
8031,Kami Bicknell,GTX Basic,Goodsilron,Won,504.0,marketing,2000.0,2952.73,5107.0,United States,0,GTX,550,18.0,Summer Sewald,West
8032,Kary Hendrixson,GTX Basic,Kan-code,Won,589.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,14.0,Summer Sewald,West
8033,Moses Frase,GTX Plus Pro,Stanredtax,Won,5756.0,finance,1987.0,1698.2,3798.0,United States,0,GTX,5482,19.0,Dustin Brinkmann,Central
8034,Moses Frase,MG Advanced,Streethex,Won,3161.0,retail,1988.0,1376.8,1165.0,Belgium,0,MG,3393,3.0,Dustin Brinkmann,Central
8035,Violet Mclelland,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Cara Losch,East
8036,Wilburn Farren,GTX Plus Pro,Umbrella Corporation,Won,5209.0,finance,1998.0,2022.14,5113.0,United States,0,GTX,5482,18.0,Cara Losch,East
8037,Cassey Cress,MG Advanced,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,MG,3393,4.0,Rocco Neubert,East
8038,Cecily Lampkin,MG Special,dambase,Won,58.0,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55,17.0,Dustin Brinkmann,Central
8039,Corliss Cosme,MG Special,Massive Dynamic,Won,57.0,entertainment,1989.0,665.06,1095.0,United States,0,MG,55,30.0,Cara Losch,East
8040,Donn Cantrell,GTX Pro,Bubba Gump,Won,5466.0,software,2002.0,987.39,2253.0,United States,0,GTX,4821,19.0,Rocco Neubert,East
8041,Gladys Colclough,GTX Plus Pro,Domzoom,Lost,0.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,5482,3.0,Melvin Marxen,Central
8042,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,6932.0,medical,2004.0,1618.89,3889.0,United States,0,GTX,5482,4.0,Summer Sewald,West
8043,Kary Hendrixson,GTX Basic,Newex,Won,597.0,services,1991.0,1012.72,3492.0,Germany,0,GTX,550,31.0,Summer Sewald,West
8044,Markita Hansen,MG Advanced,Green-Plus,Lost,0.0,services,2003.0,692.19,1922.0,United States,0,MG,3393,6.0,Celia Rouche,West
8045,Maureen Marcano,GTX Basic,Cheers,Won,619.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550,38.0,Summer Sewald,West
8046,Vicki Laflamme,MG Advanced,Faxquote,Won,2590.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,3393,10.0,Celia Rouche,West
8047,Wilburn Farren,GTX Pro,Sumace,Lost,0.0,retail,2000.0,167.89,493.0,Romania,0,GTX,4821,5.0,Cara Losch,East
8048,Cassey Cress,GTX Basic,Yearin,Won,609.0,retail,2005.0,2261.05,3851.0,United States,0,GTX,550,15.0,Rocco Neubert,East
8049,Corliss Cosme,GTX Pro,Konex,Won,4492.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,4821,14.0,Cara Losch,East
8050,Maureen Marcano,GTX Plus Basic,Rantouch,Lost,0.0,telecommunications,1994.0,1188.42,3015.0,United States,0,GTX,1096,5.0,Summer Sewald,West
8051,Reed Clapper,GTX Pro,Yearin,Lost,0.0,retail,2005.0,2261.05,3851.0,United States,0,GTX,4821,14.0,Rocco Neubert,East
8052,Violet Mclelland,MG Special,Kan-code,Won,47.0,software,1982.0,11698.03,34288.0,United States,0,MG,55,13.0,Cara Losch,East
8053,Zane Levy,GTX Basic,Goodsilron,Engaging,0.0,marketing,2000.0,2952.73,5107.0,United States,0,GTX,550,0.0,Summer Sewald,West
